24.5660647,-81.7517374
24.5548366,-81.7769291
24.5548366,-81.7769291
24.5477157,-81.7999074
24.559178,-81.8045824
24.5505583,-81.7973549
24.5606837,-81.7901739
24.5538325,-81.7885986
24.5635272,-81.7674523
24.5635272,-81.7674523
24.5730485,-81.7364277
24.5978758,-81.655742
24.66153,-81.5315169
24.66153,-81.5315169
24.6622528,-81.461005
24.6738746,-81.3592962
24.6783189,-81.346878
24.712701,-81.0866568
24.716837,-81.069677
24.723454,-81.0520839
24.7305427,-81.0343141
24.721347,-81.018545
24.7306809,-81.032298
24.9175508,-80.6366751
24.9800119,-80.5499719
24.9981017,-80.5372324
25.0636618,-80.4734173
25.0915964,-80.4420538
25.0915964,-80.4420538
25.1127545,-80.4197409
25.1127545,-80.4197409
25.1726955,-80.3746334
25.297693,-80.291761